#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	AFERRIp	NZ_LT841306.1	LT841306	46.453	57.3031	44	-	-	-	53	9
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	pAfPQ33_1	NZ_CP021414.1	CP021414	10.218	60.3053	9	-	-	-	10	1
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	pAfPQ33_2	NZ_CP021415.1	CP021415	12.094	56.9539	14	-	-	-	15	1
Acidithiobacillus ferrooxidans	Bacteria	Proteobacteria	Acidithiobacillia	p1	NZ_CP040512.1	CP040512	47.104	56.4262	46	-	-	-	54	8
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.1	NZ_CP021367.1	CP021367	269.15	58.373	273	-	2	-	279	2
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.2	NZ_CP021368.1	CP021368	163.888	64.1115	128	-	-	-	144	16
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.3	NZ_CP021369.1	CP021369	114.839	57.4901	119	-	-	-	121	2
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.4	NZ_CP021370.1	CP021370	79.638	61.9729	96	-	-	-	99	3
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACNA2.1	NZ_CP021360.1	CP021360	71.051	61.2546	62	-	-	-	64	2
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.1	NZ_CP021363.1	CP021363	258.084	58.3674	256	-	2	-	264	5
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.2	NZ_CP021364.1	CP021364	156.922	63.8158	122	-	-	-	139	17
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.3	NZ_CP021365.1	CP021365	72.779	61.8022	88	-	-	-	90	2
Acidovorax citrulli	Bacteria	Proteobacteria	Betaproteobacteria	pACM6	NZ_CP029374.1	CP029374	53.08	61.1737	55	-	-	-	55	-
Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	pAOVO01	NC_008765.1	CP000540	72.689	62.2061	88	-	-	-	90	2
Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	pAOVO02	NC_008766.1	CP000541	63.609	64.5836	64	-	-	-	71	7
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p1-T1	NZ_CP021649.1	CP021649	183.061	61.1862	153	-	-	-	164	11
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p2-T1	NZ_CP021650.1	CP021650	79.174	65.7817	81	-	-	-	84	3
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p3-T1	NZ_CP021651.1	CP021651	56.357	63.0942	54	-	-	-	63	9
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-114.848kb	NZ_CP010398.1	CP010398	114.848	41.6934	118	-	1	-	124	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-47.274kb	NZ_CP010399.1	CP010399	47.274	40.8258	50	-	-	-	51	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-9.327kb	NZ_CP010400.1	CP010400	9.327	34.2447	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCS01A	NZ_HG977523.1	HG977523	63.72	33.4181	62	-	-	-	80	18
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCS01B	NZ_HG977524.1	HG977524	64.165	33.3671	45	-	-	-	77	32
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCS01C	NZ_HG977525.1	HG977525	8.174	34.5363	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCR17A	NZ_HG977527.1	HG977527	63.795	33.4148	64	-	-	-	82	18
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCR17B	NZ_HG977528.1	HG977528	64.479	33.476	47	-	-	-	76	29
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCR17C	NZ_HG977529.1	HG977529	8.047	34.4103	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pIOMTU433	NZ_AP014650.1	AP014650	189.354	39.5286	184	-	-	-	195	11
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1-1	NZ_CP010782.1	CP010782	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1AB5075	NZ_CP008707.1	CP008707	83.61	36.9717	101	-	-	-	105	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2AB5075	NZ_CP008708.1	CP008708	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3AB5075	NZ_CP008709.1	CP008709	1.967	39.1459	2	-	-	-	2	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB386	NZ_CP010780.1	CP010780	112.157	41.5498	114	-	1	-	120	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB04-1	NZ_CP012007.1	CP012007	169.023	39.5544	169	-	-	-	182	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB04-2	NZ_CP012008.1	CP012008	87.569	34.0223	107	-	-	-	110	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB3	NZ_CP012005.1	CP012005	148.955	37.4784	147	-	-	-	151	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-1	NZ_CP012953.1	CP012953	4.754	39.167	4	-	-	-	4	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY* (pD36-2)	NZ_CP012954.1	CP012954	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-3	NZ_CP012955.1	CP012955	9.276	35.608	13	-	-	-	13	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-4	NZ_CP012956.1	CP012956	47.457	41.427	49	-	-	-	62	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN865144.1	LN865144	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P02143	NZ_CP013925.1	CP013925	52.517	36.4206	63	-	-	-	63	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN997847.1	LN997847	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014216.1	CP014216	74.241	33.5165	96	-	-	-	98	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014217.1	CP014217	5.465	35.0412	6	-	-	-	9	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 1	NZ_CM003741.1	CM003741	5.557	34.8749	7	-	-	-	7	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 2	NZ_CM003742.1	CM003742	4.437	33.3559	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba3207a	NZ_CP015365.1	CP015365	13.478	34.0184	16	-	-	-	18	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba3207b	NZ_CP015366.1	CP015366	80.546	34.1817	94	-	-	-	95	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB0057	NZ_CM003909.1	CM003909	8.781	34.3697	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-1	NZ_CP015484.1	CP015484	110.965	41.6131	115	-	1	-	119	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-2	NZ_CP015485.1	CP015485	24.022	36.7122	22	-	-	-	25	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-3	NZ_CP015486.1	CP015486	15.198	36.1627	15	-	-	-	15	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	2	NZ_LT594096.1	LT594096	8.015	35.3213	9	-	-	-	10	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1M3AC14-8	NZ_CM004453.1	CM004453	5.441	34.6444	7	-	-	-	7	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2M3AC14-8	NZ_CM004454.1	CM004454	18.043	35.227	21	-	-	-	22	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017643.1	CP017643	70.875	33.4984	85	-	-	-	91	6
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017645.1	CP017645	81.227	33.6588	99	-	-	-	101	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017647.1	CP017647	73.891	33.7159	93	-	-	-	97	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017649.1	CP017649	121.485	34.5384	127	-	-	-	142	15
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017651.1	CP017651	70.884	33.4871	89	-	-	-	92	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017653.1	CP017653	70.884	33.4871	89	-	-	-	92	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017655.1	-	72.073	33.3939	94	-	-	-	95	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pKAB07	-	CP017655.1	72.073	33.3939	95	-	-	-	95	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017657.1	CP017657	101.406	34.6035	108	-	-	-	115	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP018144.1	CP018144	77.513	34.0536	86	-	-	-	93	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAF-673	NZ_CP018257.1	CP018257	110.964	41.6126	115	-	1	-	118	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAF-401	NZ_CP018255.1	CP018255	17.583	36.177	17	-	-	-	17	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pBJ83	NZ_CP018422.1	CP018422	69.069	33.7851	67	-	-	-	80	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC29a	NZ_CP008850.1	CP008850	8.737	34.3825	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC29b	NZ_CP008851.1	CP008851	74.749	34.3456	92	-	-	-	96	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pALAC4-1	NZ_CP018678.1	CP018678	8.006	31.9885	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pALAC4-2	NZ_CP018679.1	CP018679	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB4	NZ_CP016296.1	-	110.968	41.6165	115	-	1	-	119	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-AB4	NZ_CP016297.1	-	74.09	33.6645	91	-	-	-	94	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-Ab4	-	CP016296.1	110.968	41.6165	117	-	1	-	120	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-Ab4	-	CP016297.1	74.09	33.6645	97	-	-	-	100	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB59	NZ_CP016299.1	-	110.967	41.6142	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-Ab59	-	CP016299.1	110.967	41.6142	118	-	1	-	120	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB66	NZ_CP016301.1	-	110.967	41.6133	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-AB66	NZ_CP016302.1	-	73.188	33.6695	87	-	-	-	94	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-Ab66	-	CP016301.1	110.967	41.6133	118	-	1	-	120	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-Ab66	-	CP016302.1	73.188	33.6695	92	-	-	-	99	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP014292.1	84.967	33.307	96	-	-	-	112	16
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP014293.1	15.645	34.356	13	-	-	-	15	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCBA7_1	NZ_CP020585.1	CP020585	111.999	41.6129	117	-	1	-	120	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A34_1	NZ_CP020589.1	CP020589	72.076	33.3925	94	-	-	-	94	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A5_1	NZ_CP020573.1	CP020573	74.241	33.5152	97	-	-	-	98	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A5_2	NZ_CP020575.1	CP020575	8.718	34.423	9	-	-	-	10	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pUSA2_1	NZ_CP020593.1	CP020593	74.241	33.5165	96	-	-	-	97	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pHWBA8_1	NZ_CP020596.1	CP020596	195.838	40.2578	180	-	-	-	203	23
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pUSA15_1	NZ_CP020594.1	CP020594	98.301	34.2438	113	-	-	-	116	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSA12_2	NZ_CP020576.1	CP020576	8.73	34.3643	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSA12_1	NZ_CP020577.1	CP020577	73.264	33.4271	94	-	-	-	95	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSMA17_1	NZ_CP020580.1	CP020580	90.973	34.4201	101	-	-	-	104	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP015122.1	CP015122	9.539	34.6787	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pB8300	NZ_CP021348.1	CP021348	25.15	35.336	30	-	-	-	30	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pB11911	NZ_CP021344.1	CP021344	216.78	39.5581	201	-	-	-	218	17
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1	NZ_CP021783.1	CP021783	2.726	37.7476	4	-	-	-	4	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1a	NZ_CP021784.1	CP021784	2.343	38.7537	2	-	-	-	2	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1b	NZ_CP021785.1	CP021785	4.484	39.8528	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-2	NZ_CP021786.1	CP021786	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-3	NZ_CP021787.1	CP021787	86.334	33.8986	105	-	-	-	108	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba11510a	NZ_CP018862.2	CP018862	5.381	37.1306	7	-	-	-	8	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1296_1	NZ_CP018333.1	CP018333	112.773	42.1936	106	-	1	-	114	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1296_2	NZ_CP018334.1	CP018334	11.586	36.8548	14	-	-	-	14	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC0021R4	NZ_CM008330.1	CM008330	111.165	41.6156	115	-	1	-	120	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA388	NZ_CP024419.1	CP024419	33.036	37.7437	32	-	-	-	41	9
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbPK1a	NZ_CP024577.1	CP024577	15.113	35.6911	14	-	-	-	16	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbPK1b	NZ_CP024578.1	CP024578	79.335	33.7997	94	-	-	-	97	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAYP-A2	NZ_CP024125.1	CP024125	110.967	41.616	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSMC_AB_BL01_1	NZ_CP025267.1	CP025267	74.241	33.5165	96	-	-	-	97	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-6973	NZ_CP026126.1	CP026126	11.305	33.4188	16	-	-	-	18	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-0285	NZ_CP026127.1	CP026127	39.359	37.0767	42	-	-	-	43	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-1fe1	NZ_CP026128.1	CP026128	110.754	41.6662	106	-	1	-	111	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-2f10	NZ_CP026129.1	CP026129	130.044	38.57	106	-	-	-	134	28
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000058_pilon	NZ_CP026705.1	CP026705	113.706	42.7911	128	-	-	-	131	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000059_pilon	NZ_CP026706.1	CP026706	72.105	33.6218	90	-	-	-	92	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000534_pilon	NZ_CP026708.1	CP026708	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2_pilon	NZ_CP026712.1	CP026712	72.99	33.6347	91	-	-	-	93	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_01	NZ_CP026944.1	CP026944	108.394	42.6177	122	-	-	-	124	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_02	NZ_CP026945.1	CP026945	111.068	41.615	115	-	1	-	119	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_03	NZ_CP026946.1	CP026946	72.204	33.6477	89	-	-	-	92	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027529.1	CP027529	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027531.1	CP027531	146.698	37.8628	131	-	-	-	144	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027532.1	CP027532	41.087	38.3163	44	-	-	-	45	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABI43	NZ_CP027483.1	CP027483	114.918	41.6941	117	-	1	-	125	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027608.1	CP027608	106.967	42.6449	121	-	-	-	121	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027609.1	CP027609	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027610.1	CP027610	16.095	35.3215	19	-	-	-	19	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ1	NZ_CM008887.2	CM008887	18.253	47.0334	16	-	-	-	21	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ4	NZ_CM009045.2	CM009045	8.331	33.9335	11	-	-	-	13	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ4	NZ_CM009046.2	CM009046	13.311	35.9928	16	-	-	-	16	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ7	NZ_CM009036.2	CM009036	11.191	34.7869	13	-	-	-	13	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ6	NZ_CM009038.2	CM009038	8.905	34.5424	15	-	-	-	15	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ6	NZ_CM009039.2	CM009039	6.772	36.1636	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ6	NZ_CM009040.2	CM009040	6.032	36.3727	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ6	NZ_CM009041.2	CM009041	2.725	37.7982	4	-	-	-	4	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p5ZQ6	NZ_CM009653.1	CM009653	16.476	35.5669	17	-	-	-	19	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ9	NZ_CM009083.2	CM009083	35.194	35.7845	33	-	-	-	36	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ9	NZ_CM009084.2	CM009084	67.023	33.3766	85	-	-	-	86	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ9	NZ_CM009085.2	CM009085	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ9	NZ_CM009652.1	CM009652	11.685	32.4775	15	-	-	-	16	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ8	NZ_CM009033.2	CM009033	12.636	37.1399	11	-	-	-	13	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ8	NZ_CM009034.2	CM009034	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ8	NZ_CM009035.2	CM009035	11.034	35.7169	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ10	NZ_CM009030.2	CM009030	35.194	35.7845	32	-	-	-	35	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ10	NZ_CM009031.2	CM009031	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ10	NZ_CM009646.1	CM009646	2.277	39.9209	1	-	-	-	1	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ2	NZ_CM009049.2	CM009049	110.967	41.6169	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ2	NZ_CM009050.2	CM009050	5.695	39.1045	5	-	-	-	5	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ2	NZ_CM009647.1	CM009647	12.769	36.8157	19	-	-	-	19	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ2	NZ_CM009648.1	CM009648	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ3	NZ_CM009028.2	CM009028	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ3	NZ_CM009029.2	CM009029	5.071	36.0284	7	-	-	-	7	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ3	NZ_CM009649.1	CM009649	6.032	36.4058	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ3	NZ_CM009650.1	CM009650	68.115	33.4376	87	-	-	-	87	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p5ZQ3	NZ_CM009651.1	CM009651	16.47	34.7662	14	-	-	-	16	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027121.1	CP027121	72.105	33.6218	90	-	-	-	92	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027122.1	CP027122	113.706	42.7911	128	-	-	-	131	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027124.1	CP027124	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33098-108	NZ_CP029570.1	CP029570	108.151	42.5664	125	-	-	-	125	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33098-71	NZ_CP029571.1	CP029571	71.234	33.5416	89	-	-	-	90	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33098-9-2	NZ_CP029572.1	CP029572	8.771	34.7737	10	-	-	-	11	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33098-9	NZ_CP029573.1	CP029573	8.963	34.4639	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba70743_1	NZ_CM009924.1	CM009924	10.88	34.4577	12	-	-	-	13	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pXH731	NZ_CP021322.1	CP021322	64.557	33.5378	84	-	-	-	84	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pXH386	NZ_CP021327.1	CP021327	112.155	41.5523	117	-	1	-	120	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pXH731	NZ_CP019218.1	CP019218	64.554	33.5394	81	-	-	-	84	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP030084.1	CP030084	8.732	34.3678	9	-	-	-	10	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33382-2-2	NZ_CP030107.1	CP030107	2.372	41.231	1	-	-	-	1	-
